10;0.41460000000000002407;2411.96000000000003637979
20;0.04897500000000000464;20418.58000000000174622983
40;0.04925000000000000211;20304.5699999999997089617
80;0.04850000000000000144;20618.56000000000130967237
160;0.04834374999999999784;20685.20000000000072759576
320;0.04839062499999999961;20665.15999999999985448085
640;0.05220078125000000152;19156.79999999999927240424
1280;0.0651789062500000016;15342.38999999999941792339
2560;0.06634609374999998754;15072.47999999999956344254
5120;0.09585234374999999918;10432.70999999999912688509
10240;0.11538046875000000646;8666.97999999999956344254
20480;0.11644970703125000211;8587.39999999999963620212
40960;0.13712850341796875564;7292.4300000000002910383
81920;0.15170479125976560342;6591.75
163840;0.15108218994140626412;6618.90999999999985448085
